customer_id,gender,partner,family,senior,mobile,dual_sim,device_insurance,internet,web_security,cloud,support,tv_replay,video_on_demand,subscription,paperless_invoice,payment_method,monthly_fee,months,total_revenue,churn
APPT-192669,female,no,no,no,yes,yes,yes,dsl,yes,yes,yes,yes,yes,two_years,yes,credit_card,86.4,64,5442.05,no
APPT-192751,female,yes,no,no,yes,no,yes,fiber_optic,yes,yes,no,yes,yes,one_year,yes,credit_card,105.6,56,6068.65,no
APPT-192765,female,no,no,no,yes,yes,yes,dsl,yes,no,no,yes,yes,one_month,yes,e_invoice,78.75,13,995.35,no
APPT-192838,male,yes,yes,no,yes,no,no,dsl,yes,yes,yes,yes,no,two_years,yes,direct_debit,69.7,53,3729.6,no
APPT-192942,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,no,direct_debit,70.05,9,657.5,no
APPT-192986,female,yes,yes,no,yes,yes,yes,dsl,yes,yes,yes,yes,yes,two_years,no,credit_card,88,68,6161.9,no
APPT-193000,male,no,no,no,yes,no,no,fiber_optic,no,yes,no,no,no,one_month,yes,e_invoice,74.65,5,383.65,no
APPT-193002,female,no,no,yes,yes,yes,no,fiber_optic,yes,yes,no,no,yes,one_month,yes,e_invoice,95,26,2497.2,yes
APPT-193014,female,no,no,yes,no,no,no,dsl,no,no,no,no,no,one_month,yes,direct_debit,25.7,1,25.7,yes
APPT-193052,female,yes,yes,no,yes,yes,no,dsl,yes,yes,no,no,yes,one_year,no,bank_transfer,68.75,56,3815.4,no
APPT-193080,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,bank_transfer,20.15,50,930.9,no
APPT-193105,female,no,no,yes,yes,no,yes,fiber_optic,no,yes,no,no,yes,one_year,no,credit_card,89.15,44,3990.75,no
APPT-193116,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,20.45,2,42.45,no
APPT-193190,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.45,13,270.2,no
APPT-193212,male,yes,yes,no,yes,yes,yes,fiber_optic,no,no,no,yes,no,one_month,yes,credit_card,90.4,55,5099.15,no
APPT-193329,female,no,no,no,yes,no,no,fiber_optic,no,no,no,yes,no,one_month,yes,direct_debit,79.65,2,152.7,yes
APPT-193354,male,yes,no,yes,yes,no,yes,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,95.75,6,573.75,yes
APPT-193455,male,yes,no,no,yes,yes,no,fiber_optic,no,yes,no,no,no,one_month,yes,e_invoice,78.75,5,412.1,yes
APPT-193469,female,no,no,no,yes,no,no,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,81.1,1,81.1,yes
APPT-193475,male,yes,no,no,no,no,yes,dsl,yes,no,no,no,no,one_month,no,direct_debit,34.4,17,592.75,no
APPT-193539,female,no,no,yes,yes,no,no,fiber_optic,no,no,no,yes,yes,one_month,no,bank_transfer,89.7,11,1047.7,yes
APPT-193571,male,yes,yes,no,yes,yes,yes,dsl,yes,yes,yes,yes,yes,two_years,yes,credit_card,92.2,68,6392.85,no
APPT-193585,female,no,no,no,yes,no,yes,dsl,no,no,yes,no,yes,one_month,no,bank_transfer,62.8,7,418.3,no
APPT-193698,female,yes,no,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,credit_card,19.45,64,1208.6,no
APPT-193853,male,no,no,no,yes,yes,yes,fiber_optic,no,yes,no,no,yes,one_month,no,e_invoice,96.55,5,500.1,no
APPT-193867,male,yes,yes,no,yes,no,yes,fiber_optic,no,yes,no,yes,no,one_year,no,e_invoice,90.95,60,5453.4,yes
APPT-193892,female,no,no,no,yes,yes,yes,fiber_optic,yes,no,no,yes,no,one_year,no,credit_card,94.9,47,4615.25,no
APPT-193968,male,no,yes,no,yes,yes,no,fiber_optic,no,yes,no,yes,no,one_month,yes,credit_card,89.1,22,1949.4,no
APPT-193999,female,yes,no,no,yes,no,no,dsl,yes,no,yes,no,no,one_year,no,bank_transfer,55.9,68,3848.8,no
APPT-194022,female,yes,no,no,yes,yes,yes,dsl,yes,yes,no,no,yes,one_year,no,direct_debit,75.1,67,5064.45,no
APPT-194136,male,yes,no,no,yes,yes,yes,dsl,yes,no,yes,no,yes,two_years,no,bank_transfer,76.15,65,4929.55,no
APPT-194145,male,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,one_year,no,e_invoice,24.9,56,1334,yes
APPT-194202,female,no,no,no,yes,no,no,dsl,no,no,yes,yes,yes,one_month,yes,e_invoice,69.65,14,921.4,no
APPT-194284,male,yes,no,no,yes,yes,no,dsl,no,no,no,yes,no,one_month,yes,credit_card,59.05,31,1882.8,no
APPT-194496,female,no,no,no,yes,no,yes,fiber_optic,no,no,no,no,no,one_month,no,bank_transfer,73.5,1,73.5,yes
APPT-194571,male,no,no,no,no,no,yes,dsl,yes,yes,yes,yes,no,two_years,no,bank_transfer,53.95,71,3888.65,no
APPT-194660,female,yes,no,no,yes,yes,yes,fiber_optic,yes,yes,yes,no,yes,one_year,yes,credit_card,107,59,6152.3,no
APPT-194703,female,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,one_month,no,bank_transfer,24.7,19,465.85,no
APPT-194708,male,yes,yes,no,yes,no,no,fiber_optic,yes,no,yes,yes,yes,two_years,yes,e_invoice,99.55,68,6668,no
APPT-194795,female,yes,yes,no,yes,yes,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,26.45,37,911.6,no
APPT-194995,male,no,no,no,no,no,no,dsl,yes,no,yes,yes,no,two_years,no,credit_card,45.2,54,2460.55,no
APPT-195054,male,yes,yes,no,yes,yes,yes,dsl,yes,yes,yes,yes,yes,two_years,yes,credit_card,89.4,63,5597.65,no
APPT-195060,male,no,no,no,no,no,no,dsl,no,no,no,yes,no,two_years,no,credit_card,35.8,37,1316.9,no
APPT-195065,female,yes,no,no,yes,yes,no,fiber_optic,no,yes,no,yes,yes,two_years,yes,credit_card,97.7,72,6869.7,no
APPT-195238,male,no,yes,no,yes,yes,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,26.35,6,184.05,no
APPT-195253,female,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,bank_transfer,114.2,70,7723.9,yes
APPT-195384,female,no,no,yes,no,no,yes,dsl,no,yes,no,yes,yes,one_month,yes,e_invoice,56.25,34,1765.95,no
APPT-195495,male,no,no,no,no,no,no,dsl,no,yes,yes,no,no,one_month,no,e_invoice,34.3,29,1004.75,no
APPT-195557,male,yes,no,no,yes,yes,yes,dsl,no,yes,yes,yes,yes,two_years,yes,bank_transfer,85.15,72,6316.2,no
APPT-195621,male,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,one_year,no,credit_card,24.95,12,280.4,no
APPT-195701,male,no,no,yes,yes,yes,yes,fiber_optic,yes,no,yes,yes,yes,two_years,yes,e_invoice,109.05,65,7108.2,no
APPT-195845,male,no,no,yes,yes,no,no,no_internet,no,no,no,no,no,two_years,yes,bank_transfer,20.05,64,1198.05,no
APPT-195872,male,no,no,no,yes,yes,yes,fiber_optic,yes,no,yes,yes,yes,one_year,yes,credit_card,110,65,7138.65,no
APPT-195895,female,yes,yes,no,yes,yes,yes,dsl,no,no,no,yes,yes,two_years,yes,bank_transfer,76.8,72,5468.45,no
APPT-196042,male,no,yes,no,no,no,no,dsl,no,yes,no,no,no,one_month,yes,direct_debit,31.35,1,31.35,yes
APPT-196089,female,yes,yes,no,yes,yes,no,dsl,yes,yes,yes,no,no,one_month,no,bank_transfer,65.2,57,3687.85,no
APPT-196116,female,yes,yes,no,yes,yes,no,dsl,yes,yes,no,no,no,one_month,yes,credit_card,59.45,35,2136.9,no
APPT-196161,female,yes,yes,no,yes,no,no,dsl,yes,no,no,no,no,one_month,no,credit_card,51.05,36,1815,no
APPT-196209,female,yes,no,yes,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,76.5,37,2868.15,yes
APPT-196323,female,no,yes,no,yes,no,no,fiber_optic,no,no,no,yes,no,one_month,yes,e_invoice,81,16,1312.15,yes
APPT-196431,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,credit_card,20.3,58,1160.75,no
APPT-196433,female,no,no,no,yes,no,no,dsl,yes,yes,yes,no,no,two_years,yes,direct_debit,59.6,65,3739.8,no
APPT-196577,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,19,12,233.55,yes
APPT-196854,male,no,no,no,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,75.1,1,75.1,no
APPT-196881,female,no,no,no,yes,no,no,fiber_optic,no,no,no,yes,no,one_month,no,e_invoice,80.2,5,384.25,no
APPT-197043,male,yes,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,e_invoice,20.85,71,1539.75,no
APPT-197046,female,yes,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,credit_card,24.95,68,1614.9,no
APPT-197057,male,no,no,yes,yes,no,no,fiber_optic,no,no,no,yes,yes,one_month,no,e_invoice,89.95,20,1648.45,no
APPT-197112,male,yes,no,yes,yes,yes,yes,fiber_optic,no,no,no,yes,yes,one_month,no,e_invoice,100.6,57,5746.15,yes
APPT-197208,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,69.6,1,69.6,yes
APPT-197231,female,yes,yes,no,yes,yes,yes,dsl,no,no,yes,no,no,one_year,yes,direct_debit,61.95,17,1070.7,no
APPT-197261,male,no,yes,no,yes,yes,no,dsl,no,no,no,no,no,one_month,yes,e_invoice,50.05,1,50.05,no
APPT-197341,male,yes,yes,no,yes,no,no,fiber_optic,no,no,no,yes,yes,one_month,no,direct_debit,89.15,1,89.15,yes
APPT-197351,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,yes,bank_transfer,19.6,71,1387.45,no
APPT-197369,female,no,no,yes,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,direct_debit,70.6,1,70.6,no
APPT-197372,male,yes,no,no,yes,yes,yes,fiber_optic,no,yes,yes,no,yes,two_years,yes,bank_transfer,98.7,70,6858.9,no
APPT-197494,female,yes,no,no,no,no,no,dsl,no,no,no,no,no,one_month,yes,e_invoice,24.8,1,24.8,yes
APPT-197517,female,yes,no,yes,yes,no,no,fiber_optic,yes,no,no,no,yes,one_month,yes,e_invoice,83.45,38,3147.15,no
APPT-197559,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,bank_transfer,20.75,22,452.35,no
APPT-197585,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.3,38,755.5,no
APPT-197636,female,no,no,no,yes,no,yes,fiber_optic,no,yes,no,no,no,one_year,no,e_invoice,80.05,37,3019.1,no
APPT-197677,male,yes,no,no,yes,yes,no,dsl,no,no,yes,no,yes,one_month,no,e_invoice,63.85,66,4264.6,no
APPT-197688,male,yes,yes,no,yes,yes,yes,fiber_optic,no,yes,no,no,yes,one_month,yes,bank_transfer,95.95,45,4456.65,no
APPT-197733,male,yes,no,yes,yes,no,yes,fiber_optic,yes,no,no,no,no,one_year,no,credit_card,80.3,64,5017.7,no
APPT-197786,male,yes,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,70.3,10,738.2,yes
APPT-197852,female,yes,no,no,yes,yes,no,fiber_optic,yes,no,no,yes,yes,two_years,no,bank_transfer,99.15,69,6875.35,no
APPT-197889,male,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,yes,no,yes,two_years,no,credit_card,103.95,72,7517.7,no
APPT-197892,male,yes,yes,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,credit_card,25.5,25,630.6,no
APPT-197926,female,no,no,yes,yes,no,no,dsl,no,no,no,no,no,one_month,yes,e_invoice,44.3,2,89.3,no
APPT-197931,female,yes,no,no,yes,yes,no,fiber_optic,no,yes,no,yes,no,one_month,yes,e_invoice,91.65,4,365.4,yes
APPT-198011,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,no,bank_transfer,69.15,7,488.65,no
APPT-198136,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,yes,direct_debit,19.85,58,1158.85,no
APPT-198141,female,no,no,no,no,no,no,dsl,yes,no,yes,yes,yes,one_year,yes,bank_transfer,54.55,40,2236.2,no
APPT-198347,male,yes,no,no,yes,yes,yes,dsl,yes,yes,yes,no,yes,two_years,yes,bank_transfer,82.3,72,5980.55,no
APPT-198374,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,bank_transfer,19.65,1,19.65,no
APPT-198380,female,no,no,no,no,no,no,dsl,no,yes,no,no,no,one_month,no,direct_debit,29.2,3,98.5,no
APPT-198402,female,yes,yes,no,yes,yes,no,fiber_optic,no,no,no,yes,yes,one_month,yes,bank_transfer,95.4,49,4613.95,no
APPT-198536,female,yes,no,yes,yes,no,no,dsl,no,yes,no,no,yes,one_month,yes,e_invoice,60,20,1259.35,no
APPT-198572,male,no,no,no,yes,no,no,dsl,no,no,no,no,yes,one_month,yes,e_invoice,55,1,55,yes
APPT-198642,male,yes,no,yes,yes,no,yes,dsl,yes,no,no,yes,no,one_month,no,bank_transfer,66.4,19,1286.05,no
APPT-198691,male,no,no,yes,yes,no,no,fiber_optic,yes,no,no,no,yes,one_month,no,direct_debit,85.5,47,4042.3,yes
APPT-198719,female,no,no,yes,yes,yes,no,dsl,no,no,no,no,no,one_month,no,direct_debit,50.55,1,50.55,yes
APPT-198766,female,yes,yes,no,no,no,yes,dsl,yes,no,no,no,no,one_year,no,credit_card,35.4,41,1412.4,no
APPT-198773,male,no,yes,no,yes,no,yes,dsl,no,yes,yes,yes,yes,two_years,yes,credit_card,79.5,66,5196.1,no
APPT-198918,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.7,4,117.8,no
APPT-198926,male,no,no,yes,yes,yes,yes,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,101.05,56,5594,no
APPT-198978,male,no,no,yes,yes,yes,no,fiber_optic,yes,no,no,yes,no,one_month,yes,e_invoice,90.6,19,1660,yes
APPT-199386,female,no,no,no,yes,no,yes,fiber_optic,yes,yes,no,yes,yes,one_year,yes,e_invoice,106.45,58,6145.85,yes
APPT-199401,male,yes,yes,no,yes,yes,yes,dsl,no,yes,yes,yes,yes,two_years,yes,e_invoice,84.1,70,5979.7,no
APPT-199481,female,no,no,no,yes,yes,yes,fiber_optic,no,yes,yes,yes,yes,two_years,yes,credit_card,108.05,72,7806.6,no
APPT-199497,male,no,no,no,yes,no,yes,dsl,yes,no,yes,yes,yes,one_year,no,e_invoice,81.7,27,2212.55,no
APPT-199675,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,credit_card,19.95,46,862.4,no
APPT-199755,male,yes,no,yes,yes,yes,yes,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,103.85,53,5485.5,yes
APPT-199822,male,yes,no,yes,yes,no,no,dsl,yes,no,no,no,yes,one_month,yes,credit_card,59.1,18,1011.05,no
APPT-199880,male,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,credit_card,116.55,70,8152.3,no
APPT-199896,female,yes,no,yes,yes,no,yes,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,86.1,45,3861.45,no
APPT-199957,male,no,no,no,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,bank_transfer,75.6,18,1395.05,no
APPT-199959,male,yes,no,yes,yes,yes,no,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,98.9,58,5780.7,no
APPT-199973,male,no,no,no,yes,no,yes,dsl,no,no,no,no,yes,one_year,yes,e_invoice,61.1,53,3357.9,no
APPT-200006,male,no,no,no,yes,no,no,fiber_optic,no,no,yes,no,no,one_month,yes,e_invoice,75.9,1,75.9,yes
APPT-200240,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.65,35,708.8,no
APPT-200283,male,yes,no,no,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,yes,bank_transfer,85.65,8,659.45,no
APPT-200294,male,yes,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,70.3,3,208.85,yes
APPT-200447,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,19.85,52,1070.5,no
APPT-200564,female,yes,yes,no,yes,no,yes,dsl,yes,yes,no,no,yes,two_years,no,credit_card,68.75,72,4888.2,no
APPT-200730,female,yes,yes,no,yes,no,yes,fiber_optic,no,no,no,yes,yes,one_year,yes,e_invoice,93.8,33,3124.5,yes
APPT-200766,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,no,e_invoice,69.75,25,1729.35,no
APPT-200782,female,yes,yes,no,yes,no,yes,dsl,yes,yes,yes,yes,yes,two_years,yes,bank_transfer,83.7,72,6096.9,no
APPT-200994,male,yes,yes,no,yes,no,no,fiber_optic,yes,no,no,no,yes,one_month,no,e_invoice,84.05,13,1095.3,yes
APPT-201044,female,yes,no,yes,yes,no,yes,dsl,no,yes,yes,no,no,one_year,yes,bank_transfer,60.65,68,3975.9,no
APPT-201152,male,no,yes,no,yes,no,no,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,95.9,25,2448.75,yes
APPT-201154,female,yes,yes,no,yes,yes,no,fiber_optic,no,no,yes,yes,yes,one_month,yes,credit_card,99.95,39,3767.4,no
APPT-201263,male,yes,yes,no,yes,yes,yes,dsl,no,no,yes,yes,yes,one_year,yes,direct_debit,78.65,22,1663.75,no
APPT-201264,female,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,bank_transfer,116.85,72,8477.7,no
APPT-201352,male,no,no,no,yes,no,yes,dsl,no,no,yes,yes,yes,one_month,yes,e_invoice,75.5,1,75.5,no
APPT-201540,female,yes,yes,no,yes,yes,no,dsl,no,no,no,no,no,one_month,no,e_invoice,48.8,7,349.8,no
APPT-201568,female,no,no,no,yes,yes,yes,fiber_optic,no,yes,yes,yes,yes,two_years,no,e_invoice,108.9,25,2809.05,no
APPT-201822,male,no,no,no,yes,yes,yes,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,101.45,1,101.45,yes
APPT-201917,female,no,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.65,15,270.6,no
APPT-202108,male,yes,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,20,2,38,no
APPT-202131,male,yes,no,no,yes,yes,no,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,credit_card,108.95,72,7875,no
APPT-202134,male,no,no,no,yes,no,yes,dsl,no,yes,yes,no,no,one_month,yes,e_invoice,60.9,11,688.5,no
APPT-202215,female,no,no,no,no,no,no,dsl,no,yes,no,no,no,one_month,yes,e_invoice,31.65,13,389.95,no
APPT-202649,female,yes,no,yes,yes,yes,no,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,93.55,24,2264.05,yes
APPT-202672,female,yes,no,yes,yes,yes,yes,fiber_optic,yes,yes,yes,no,yes,one_year,yes,credit_card,105.4,67,7035.6,no
APPT-202683,male,no,no,no,no,no,yes,dsl,yes,no,yes,no,yes,two_years,no,bank_transfer,48.4,70,3442.8,no
APPT-202786,female,no,no,no,yes,no,yes,fiber_optic,yes,no,no,yes,no,one_month,yes,bank_transfer,89.4,20,1871.15,no
APPT-202993,male,yes,yes,no,yes,yes,yes,dsl,yes,yes,yes,yes,yes,two_years,yes,bank_transfer,87.55,72,6463.15,no
APPT-203075,male,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,direct_debit,24.6,40,973.95,no
APPT-203127,female,yes,no,no,yes,yes,yes,fiber_optic,yes,no,yes,yes,yes,one_year,yes,e_invoice,111.25,67,7511.65,no
APPT-203201,female,no,no,no,yes,no,no,dsl,yes,no,yes,no,no,one_month,no,credit_card,53.85,5,259.8,yes
APPT-203239,female,yes,yes,no,yes,yes,yes,dsl,yes,yes,yes,yes,yes,two_years,no,credit_card,90.3,59,5194.05,no
APPT-203327,female,yes,yes,no,no,no,no,dsl,yes,no,no,no,no,one_month,yes,e_invoice,29.6,11,346.45,no
APPT-203384,male,no,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,20.2,6,98.35,no
APPT-203407,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,20.2,6,123.65,no
APPT-203445,male,no,no,yes,yes,yes,yes,fiber_optic,no,yes,yes,yes,yes,one_month,yes,e_invoice,111.4,11,1183.05,no
APPT-203486,male,no,no,no,yes,no,no,fiber_optic,no,no,no,yes,no,one_month,yes,e_invoice,81.45,12,912,no
APPT-203488,female,no,no,no,yes,no,no,fiber_optic,no,no,no,yes,no,one_month,yes,direct_debit,81.9,13,1028.9,no
APPT-203524,male,no,no,yes,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,credit_card,73.3,12,828.05,no
APPT-203549,female,no,no,yes,yes,yes,yes,fiber_optic,no,yes,yes,yes,yes,two_years,no,e_invoice,111.65,72,7943.45,no
APPT-203680,male,yes,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,credit_card,25.75,72,1864.2,no
APPT-203691,female,yes,no,no,yes,yes,yes,fiber_optic,yes,no,no,yes,yes,one_year,no,bank_transfer,105.75,40,4228.55,no
APPT-203722,male,no,no,no,yes,yes,no,dsl,no,no,no,no,no,one_month,no,direct_debit,50.4,4,206.6,yes
APPT-203758,male,yes,no,yes,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,direct_debit,114.5,72,8331.95,no
APPT-203777,female,yes,no,yes,yes,yes,no,fiber_optic,yes,yes,no,yes,no,one_month,yes,e_invoice,94.5,43,4156.8,no
APPT-203970,female,no,no,no,yes,no,no,dsl,no,no,no,no,no,one_month,yes,direct_debit,45.3,1,45.3,yes
APPT-204010,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,20.5,16,290.55,no
APPT-204017,female,no,no,no,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,86.55,12,1066.9,no
APPT-204031,female,no,no,no,yes,no,no,dsl,yes,no,no,no,no,one_month,no,bank_transfer,49.55,1,49.55,no
APPT-204219,female,no,yes,no,yes,yes,no,dsl,no,yes,no,yes,yes,one_year,yes,direct_debit,77.55,44,3471.1,no
APPT-204358,male,no,no,no,yes,no,no,fiber_optic,no,yes,no,yes,yes,one_month,no,e_invoice,95.65,2,167.3,yes
APPT-204414,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,19.05,9,157.65,no
APPT-204541,male,no,yes,no,yes,no,no,dsl,no,yes,no,no,no,one_month,yes,e_invoice,50.1,9,484.05,no
APPT-204636,female,yes,yes,no,no,no,yes,dsl,yes,no,no,no,yes,one_year,no,credit_card,45,48,2196.3,no
APPT-204642,female,no,no,no,yes,no,no,fiber_optic,no,no,no,yes,yes,one_year,yes,direct_debit,89.1,38,3342,no
APPT-204695,male,no,no,no,yes,no,no,dsl,no,no,yes,no,no,one_month,yes,direct_debit,50.8,4,202.3,no
APPT-204769,female,yes,yes,no,no,no,no,dsl,no,yes,yes,yes,yes,two_years,yes,e_invoice,54.6,64,3423.5,no
APPT-204876,male,yes,yes,no,yes,yes,no,dsl,yes,no,yes,yes,no,one_year,no,bank_transfer,69.05,29,1958.45,no
APPT-204878,male,yes,yes,no,yes,no,no,dsl,yes,yes,yes,yes,yes,two_years,no,bank_transfer,80.65,69,5542.55,no
APPT-205013,male,yes,no,no,yes,yes,yes,fiber_optic,no,yes,yes,no,yes,one_month,yes,e_invoice,99.45,42,4138.05,yes
APPT-205034,male,yes,yes,no,yes,yes,no,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,99.35,47,4749.15,yes
APPT-205050,female,yes,no,no,yes,yes,yes,dsl,yes,yes,yes,no,yes,two_years,yes,direct_debit,81.3,64,5129.3,no
APPT-205147,female,yes,yes,no,no,no,yes,dsl,yes,yes,yes,no,yes,two_years,yes,direct_debit,52.5,24,1208.15,no
APPT-205475,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,19.3,2,44.4,no
APPT-205497,female,yes,no,yes,yes,yes,yes,fiber_optic,no,no,no,yes,no,one_month,no,e_invoice,90.8,20,1951,yes
APPT-205561,female,yes,no,no,yes,yes,yes,fiber_optic,no,no,no,yes,yes,one_year,yes,e_invoice,98.85,51,4947.55,no
APPT-205613,female,yes,no,no,yes,yes,yes,fiber_optic,yes,yes,no,yes,yes,two_years,yes,credit_card,110.65,72,8065.65,no
APPT-205641,female,yes,no,no,no,no,yes,dsl,yes,no,no,yes,yes,one_year,yes,e_invoice,54.4,68,3723.65,no
APPT-205701,female,yes,no,no,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,no,bank_transfer,114.9,68,7843.55,no
APPT-205732,male,no,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,20.05,1,20.05,no
APPT-205810,male,yes,no,yes,yes,yes,yes,fiber_optic,no,yes,yes,yes,yes,two_years,yes,e_invoice,109.95,69,7634.25,no
APPT-205840,female,no,no,yes,yes,yes,no,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,98.25,6,560.6,yes
APPT-205863,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,yes,direct_debit,19.95,38,756.4,no
APPT-205927,female,no,no,no,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,73.85,7,511.25,yes
APPT-206054,female,yes,yes,no,yes,yes,no,dsl,no,no,no,yes,yes,one_month,yes,credit_card,70.45,62,4300.45,no
APPT-206137,male,yes,no,yes,yes,no,no,fiber_optic,yes,no,yes,yes,no,one_year,no,direct_debit,90.15,34,3128.8,no
APPT-206152,male,no,yes,no,yes,no,yes,fiber_optic,no,yes,no,yes,no,one_month,yes,e_invoice,89.4,22,2001.5,yes
APPT-206224,male,no,yes,no,yes,yes,no,dsl,yes,yes,yes,no,no,two_years,yes,bank_transfer,61.9,0,,no
APPT-206321,female,no,no,no,yes,no,yes,fiber_optic,no,yes,no,no,no,one_month,yes,e_invoice,81.55,55,4509.5,no
APPT-206382,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,yes,direct_debit,19.95,46,927.1,no
APPT-206434,male,no,no,yes,yes,yes,no,fiber_optic,no,yes,no,no,no,one_month,yes,e_invoice,81.45,27,2122.05,yes
APPT-206460,male,no,no,no,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,74.4,3,229.55,yes
APPT-206535,female,yes,yes,no,yes,yes,yes,fiber_optic,no,yes,no,yes,no,one_month,yes,bank_transfer,97.35,36,3457.9,yes
APPT-206577,male,yes,no,no,yes,yes,yes,fiber_optic,no,yes,no,no,yes,one_year,no,e_invoice,95.3,66,6273.4,no
APPT-206636,male,yes,no,yes,yes,yes,yes,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,105.65,39,4284.8,yes
APPT-206651,female,no,yes,no,yes,yes,no,fiber_optic,no,yes,yes,yes,yes,one_year,yes,bank_transfer,106.6,67,7244.7,no
APPT-206652,male,no,no,no,yes,no,yes,dsl,no,yes,yes,yes,yes,two_years,no,credit_card,78.9,48,3771.5,no
APPT-206690,female,yes,yes,no,yes,yes,yes,dsl,no,yes,no,no,no,one_month,no,bank_transfer,62.45,32,2045.55,no
APPT-206814,female,no,no,no,yes,no,no,dsl,no,no,yes,yes,no,one_month,yes,direct_debit,59.5,7,415.95,yes
